taxonid|relatednameusageid|relationtype|remarks
2483349|2871738|replacement name|
2489264|2830924|replacement name|, nom. superfl.
2483466|2483222|replacement name|
2484732|2483222|replacement name|, nom. superfl.
2781431|2830924|replacement name|, nom. illeg.
2830924|2740255|replacement name|, nom. illeg.
2483475|2740149|replacement name|
2740168|2740228|replacement name|, nom. superfl.
2909056|2740228|replacement name|, not validly publ.
2909054|2740168|replacement name|, not validly publ.
2373160|2740168|replacement name|
2490310|2483569|replacement name|, not validly publ.
2781066|2830918|replacement name|
2483637|2871629|replacement name|
2483704|2488978|replacement name|
2483710|2489372|replacement name|
2483723|2483020|replacement name|
2482837|2483020|replacement name|, nom. illeg.
2909125|2909126|replacement name|, not validly publ.
2909126|2483735|replacement name|, not validly publ.
2490292|2483753|replacement name|, not validly publ.
2490301|2483757|replacement name|, not validly publ.
2490299|2830919|replacement name|, not validly publ.
2781167|2830919|replacement name|
2483773|2871737|replacement name|
2878837|2483780|replacement name|, not validly publ.
2915061|2483613|replacement name|
2775290|2339009|replacement name|, nom. superfl.
2483881|2372794|replacement name|
2491998|2640093|replacement name|, not validly publ.
3016235|2484032|replacement name|, nom. superfl.
3016384|2483936|replacement name|
2483943|2387448|replacement name|, nom. superfl.
2491213|2484671|replacement name|
3016388|2483984|replacement name|, nom. illeg.
2484040|2717256|replacement name|
2484086|2717535|replacement name|, nom. superfl.
2484298|2717255|replacement name|
2484691|2878370|replacement name|
2608502|2484161|replacement name|, nom. superfl.
2608503|2484161|replacement name|, nom. illeg.
2640084|2783228|replacement name|, nom. superfl.
2716860|2640084|replacement name|, nom. superfl.
2484284|2670847|replacement name|
2484042|2775294|replacement name|
2719127|2484626|replacement name|, nom. superfl.
2484687|2491212|replacement name|
2484068|2481712|replacement name|, nom. superfl.
2481712|2484711|replacement name|, nom. superfl.
2775299|2481712|replacement name|, nom. superfl.
2906209|2484713|replacement name|, not validly publ.
2484743|2489360|replacement name|
2484825|2720040|replacement name|, nom. illeg.
2679641|2484932|replacement name|, nom. illeg.
2488980|2484837|replacement name|, nom. illeg.
2909105|2488980|replacement name|, not validly publ.
2484912|2484913|replacement name|, nom. superfl.
2385247|2446825|replacement name|
2485729|2485026|replacement name|, nom. illeg.
2746786|2746719|replacement name|, nom. superfl.
2485495|2746719|replacement name|, nom. illeg.
2491621|2746719|replacement name|, not validly publ.
2492007|2366968|replacement name|, nom. superfl.
2485065|2746799|replacement name|
2484908|2746799|replacement name|, nom. superfl.
2902315|2649799|replacement name|
2369543|2649799|replacement name|
2649300|2649298|replacement name|
2485143|2630691|replacement name|, nom. illeg.
3286073|2485158|replacement name|, nom. superfl.
2485296|2485158|replacement name|, nom. superfl.
2485330|2630691|replacement name|, nom. illeg.
2935178|2650321|replacement name|, not validly publ.
2369651|2369747|replacement name|
2649326|2650241|replacement name|, nom. superfl.
2926230|2630676|replacement name|
3012468|2630676|replacement name|
2581823|3004391|replacement name|
2581836|2937368|replacement name|
2485262|2908309|replacement name|
2485339|2485349|replacement name|
2485344|2487537|replacement name|, nom. superfl.
2485300|2908325|replacement name|
2485323|2649165|replacement name|
3010279|2484939|replacement name|
2491590|2485377|replacement name|, not validly publ.
2996498|2340281|replacement name|, nom. superfl.
2485443|2343270|replacement name|
2996649|2343270|replacement name|, nom. superfl.
2485536|3035868|replacement name|
2485577|2488838|replacement name|
2877979|2485602|replacement name|, not validly publ.
2488589|2877977|replacement name|
2485374|2485622|replacement name|, nom. superfl.
2485628|2485530|replacement name|
2487112|2486892|replacement name|
2935374|2935375|replacement name|, nom. superfl.
2935123|2935374|replacement name|
2836644|2484962|replacement name|
3035862|2485604|replacement name|
2485678|2485604|replacement name|
2877957|2485685|replacement name|, not validly publ.
3275902|2432554|replacement name|
2485690|2485696|replacement name|
2877947|2485742|replacement name|, not validly publ.
2491696|2488537|replacement name|, not validly publ.
2491700|2488537|replacement name|, not validly publ.
2485800|2488913|replacement name|
2458659|2746793|replacement name|
2488402|2746793|replacement name|, no basionym ref.
2487230|2746793|replacement name|, nom. illeg.
2605534|2340255|replacement name|
2915512|2913893|replacement name|
2380479|2485943|replacement name|, nom. superfl.
2486027|2340705|replacement name|
2485206|2340705|replacement name|, nom. superfl.
2932597|2470417|replacement name|, nom. superfl.
2905179|2486284|replacement name|, nom. superfl.
2486281|2392547|replacement name|
2486286|2393415|replacement name|
2486288|2392043|replacement name|
2486299|2486002|replacement name|
2486005|2485979|replacement name|
2486300|2485979|replacement name|
2486538|2937246|replacement name|, nom. superfl.
2486562|2937250|replacement name|, nom. superfl.
2486628|2486519|replacement name|, nom. superfl.
2490881|2486582|replacement name|
2490884|2486522|replacement name|, not validly publ.
2486534|2485198|replacement name|
2486581|2486578|replacement name|, nom. superfl.
3011368|2486601|replacement name|, not validly publ.
3016174|2486652|replacement name|, nom. superfl.
2783029|2781791|replacement name|
2486885|2486884|replacement name|
2905205|2905206|replacement name|
2491664|2486887|replacement name|, not validly publ.
2491668|2486919|replacement name|, not validly publ.
2491886|2486919|replacement name|, not validly publ.
2487052|2487058|replacement name|
2485412|2343258|replacement name|, nom. superfl.
2487079|2626738|replacement name|
2488419|2340256|replacement name|
2370500|2340256|replacement name|
2487179|2487696|replacement name|, nom. nud.
2487186|2487761|replacement name|
2908538|2487191|replacement name|
2487193|2487315|replacement name|
2491656|2487240|replacement name|, not validly publ.
2491644|2487280|replacement name|, not validly publ.
2878017|2487280|replacement name|, not validly publ.
2370752|2487139|replacement name|
2487352|2487139|replacement name|
2491769|2487539|replacement name|, not validly publ.
2487539|2487413|replacement name|, nom. superfl.
2908591|2487413|replacement name|, not validly publ.
2898865|2487539|replacement name|, nom. superfl.
2911463|2487539|replacement name|, not validly publ.
2487414|2370819|replacement name|
2485043|2630603|replacement name|, nom. superfl.
2630474|2649746|replacement name|, nom. illeg.
2482107|2649522|replacement name|
2870925|2487444|replacement name|, not validly publ.
2487502|2340427|replacement name|
2487436|2487604|replacement name|, nom. superfl.
2487658|2343235|replacement name|
2935132|2485739|replacement name|
2487692|2485739|replacement name|
2935130|2485739|replacement name|
2487816|2487100|replacement name|
2487827|2340248|replacement name|
2817590|2996925|replacement name|
2672345|2746732|replacement name|
2672338|2746732|replacement name|
2488293|2746732|replacement name|, nom. superfl.
2877959|2488293|replacement name|
2487711|2487869|replacement name|, nom. superfl.
2487675|2488241|replacement name|
2491913|2487916|replacement name|, not validly publ.
2487928|2488652|replacement name|
2487966|2371175|replacement name|
2485818|2487284|replacement name|
2491652|2488001|replacement name|, not validly publ.
3234051|2487083|replacement name|
2488121|2340426|replacement name|
2488131|2487206|replacement name|
2488265|2487206|replacement name|
2908453|2487206|replacement name|, not validly publ.
2488844|2340445|replacement name|
2488142|2340370|replacement name|
2491645|2488162|replacement name|, not validly publ.
2488171|2488726|replacement name|
2488754|2485474|replacement name|
2908410|2488283|replacement name|, not validly publ.
2485856|2488333|replacement name|, nom. superfl.
2487810|2487708|replacement name|
2488358|2340458|replacement name|
2488361|2487077|replacement name|
2491601|2488380|replacement name|, not validly publ.
2488383|2487133|replacement name|
2485076|2484978|replacement name|
2488420|2626721|replacement name|
2488436|2370853|replacement name|
2488469|2340366|replacement name|
2489757|2489750|replacement name|, nom. superfl.
2370801|2486946|replacement name|
2878030|2488091|replacement name|
2488091|2488476|replacement name|, nom. superfl.
2488513|2487288|replacement name|
2488675|2641417|replacement name|, nom. illeg.
2491690|2488516|replacement name|, not validly publ.
2491692|2488516|replacement name|, not validly publ.
2488526|2488531|replacement name|
2488927|2343275|replacement name|
2491687|2340375|replacement name|, not validly publ.
2488629|3232382|replacement name|
2916333|2488633|replacement name|, not validly publ.
2485700|2746787|replacement name|, nom. superfl.
2487049|2488651|replacement name|, nom. superfl.
2491647|2488681|replacement name|, not validly publ.
2898881|2488541|replacement name|
2485747|2370849|replacement name|
2488698|2340360|replacement name|
3270347|2485633|replacement name|, nom. superfl.
2488734|2485633|replacement name|
2488757|2343286|replacement name|
2491682|2488795|replacement name|, not validly publ.
2488814|2488732|replacement name|
2458606|2485586|replacement name|, nom. superfl.
2485586|2746784|replacement name|, nom. superfl.
2746756|2485586|replacement name|, nom. superfl.
2672334|2485586|replacement name|, nom. superfl.
3237587|2746784|replacement name|
2488860|2491586|replacement name|
2488904|3234338|replacement name|
2488940|2370493|replacement name|
2489010|2434498|replacement name|
2490340|2489058|replacement name|, not validly publ.
2490349|2489091|replacement name|, not validly publ.
2878913|2483603|replacement name|
2489431|2489300|replacement name|
2489483|2483696|replacement name|
2490304|2489001|replacement name|
2489617|2830922|replacement name|
2489632|2489686|replacement name|
2491735|2489659|replacement name|, not validly publ.
2489662|2489905|replacement name|
2489796|2489794|replacement name|
2489822|2934816|replacement name|
2490073|2490038|replacement name|
2490021|2871583|replacement name|
2490281|2878848|replacement name|
2878845|2741801|replacement name|, not validly publ.
2617959|2617960|replacement name|, nom. superfl.
2834920|2490365|replacement name|
2703777|2703192|replacement name|
2490591|2490628|replacement name|
2703008|2702638|replacement name|
2622925|2703292|replacement name|, nom. superfl.
2828454|2828450|replacement name|
3270184|2405755|replacement name|, nom. illeg.
2643211|2405755|replacement name|
2677703|2527787|replacement name|
2490831|2481143|replacement name|
2416355|2481143|replacement name|
2491146|2767930|replacement name|
2630269|2482595|replacement name|
2598395|2491551|replacement name|
2491504|2491507|replacement name|
3016104|2536197|replacement name|
3016142|2443636|replacement name|, nom. superfl.
2491571|2491200|replacement name|
2491702|2370966|replacement name|
2715491|2702909|replacement name|
2902887|2704123|replacement name|
2880637|2703217|replacement name|
2714589|2703259|replacement name|
2702885|2702659|replacement name|
2704190|2715752|replacement name|
2500082|2492070|replacement name|, not validly publ.
2566787|2567122|replacement name|
2915563|2492693|replacement name|
2500073|2492315|replacement name|, not validly publ.
2500074|2492315|replacement name|, not validly publ.
2899543|2492256|replacement name|
3232930|2492264|replacement name|
2492264|2492265|replacement name|, nom. superfl.
2492341|2564196|replacement name|
2566849|2566871|replacement name|
2690635|2513596|replacement name|
2725116|2513596|replacement name|
2725185|2513596|replacement name|, nom. superfl.
2725115|2690689|replacement name|
2675033|2492715|replacement name|
2675029|2492929|replacement name|, nom. superfl.
2656693|2492991|replacement name|, nom. superfl.
2493040|2493029|replacement name|, nom. illeg.
3239888|2493072|replacement name|, not validly publ.
2493092|2492981|replacement name|
2635997|2635993|replacement name|, not validly publ.
2636001|2492226|replacement name|
2493203|2600678|replacement name|
3239886|2493149|replacement name|, not validly publ.
2640156|2493345|replacement name|
2847278|2493346|replacement name|, nom. superfl.
2640151|2493346|replacement name|, nom. superfl.
2797325|2541454|replacement name|, nom. superfl.
2495695|2599420|replacement name|
2333258|2332288|replacement name|, not validly publ.
2493628|2602299|replacement name|
2493629|2425830|replacement name|
2497548|2493632|replacement name|, not validly publ.
2333252|2332428|replacement name|
2493654|2332340|replacement name|
2333227|2332211|replacement name|, not validly publ.
2493676|2329169|replacement name|
2497542|2493682|replacement name|, not validly publ.
2333100|2332330|replacement name|, not validly publ.
2867177|2494023|replacement name|
2332431|2494023|replacement name|
2333180|2332202|replacement name|, not validly publ.
2813552|2493962|replacement name|
2500115|2867167|replacement name|, not validly publ.
2333324|2332322|replacement name|, not validly publ.
2493698|2494024|replacement name|, nom. superfl.
2497536|2494063|replacement name|, not validly publ.
2333144|2332259|replacement name|, not validly publ.
2333319|2332304|replacement name|, not validly publ.
2333276|2332304|replacement name|, not validly publ.
2333278|2332304|replacement name|, not validly publ.
2333328|2332305|replacement name|, not validly publ.
2333323|2332338|replacement name|, not validly publ.
2497533|2494055|replacement name|, not validly publ.
2914231|3214685|replacement name|, nom. superfl.
2333179|2332214|replacement name|, not validly publ.
2497564|2494111|replacement name|, not validly publ.
2333164|2332245|replacement name|, not validly publ.
2494256|2742865|replacement name|
2494313|2850304|replacement name|, nom. superfl.
2928657|2494313|replacement name|, nom. superfl.
2498442|2850304|replacement name|, not validly publ.
2494323|2816522|replacement name|, nom. superfl.
2349689|2494483|replacement name|, nom. superfl.
2494586|2547867|replacement name|
2729678|2494709|replacement name|, nom. superfl.
2505537|2729678|replacement name|, nom. superfl.
2494745|2599672|replacement name|
2495843|2598787|replacement name|, nom. superfl.
2598933|2599425|replacement name|, nom. superfl.
2494904|2598933|replacement name|, nom. superfl.
2494948|3233933|replacement name|
2825713|2495023|replacement name|
2825668|2495071|replacement name|, nom. illeg.
2825487|2808095|replacement name|
3271071|2495107|replacement name|, nom. superfl.
2852326|2495139|replacement name|, nom. superfl.
2499982|2495143|replacement name|, not validly publ.
2495171|2509490|replacement name|
2933885|2599815|replacement name|
2598962|2599459|replacement name|, nom. superfl.
2898418|2898419|replacement name|, nom. superfl.
2898421|2898418|replacement name|
2495397|2495635|replacement name|
2598791|2599046|replacement name|, nom. illeg.
2495403|2599436|replacement name|
2930482|2599436|replacement name|
2571382|2495478|replacement name|
2495497|2495504|replacement name|, nom. superfl.
2684599|2495504|replacement name|, nom. superfl.
2495503|2599712|replacement name|, nom. illeg.
2599850|2599849|replacement name|, nom. superfl.
2495672|2599695|replacement name|
2495792|2599695|replacement name|, nom. superfl.
2599022|2495694|replacement name|, nom. superfl.
2495709|2599015|replacement name|
2495372|2599458|replacement name|
2495747|2898413|replacement name|
2495749|2494892|replacement name|
2495751|2912553|replacement name|
2495783|2902244|replacement name|
2599711|2599376|replacement name|, nom. illeg.
2898417|2599711|replacement name|
2494777|2599376|replacement name|, nom. superfl.
2495833|2599892|replacement name|
2599393|2495850|replacement name|
2496020|2832870|replacement name|
2730869|2495987|replacement name|, nom. superfl.
2496196|2449030|replacement name|, nom. cons.
2497615|3222003|replacement name|, nom. superfl.
3222826|3222821|replacement name|, not validly publ.
2496245|3222600|replacement name|
3222854|3222848|replacement name|, not validly publ.
2500159|2496720|replacement name|
3236431|2496760|replacement name|, nom. superfl.
2500263|2496340|replacement name|, not validly publ.
2500356|2496533|replacement name|
2500283|2496352|replacement name|, not validly publ.
3222675|2496359|replacement name|
2500456|3222050|replacement name|, not validly publ.
2500469|3223050|replacement name|
2496272|2496377|replacement name|
2698502|2814389|replacement name|
2500196|2496545|replacement name|, not validly publ.
2498997|2496570|replacement name|, nom. superfl.
2500221|2496751|replacement name|
2500215|2496732|replacement name|, not validly publ.
2496578|2496782|replacement name|, nom. superfl.
2496835|2496839|replacement name|
2827866|2496981|replacement name|
2828072|2496985|replacement name|
2496991|2827910|replacement name|
2895164|2497178|replacement name|
2382397|2596122|replacement name|
2740815|2497201|replacement name|
2497240|2446586|replacement name|
2497252|2787093|replacement name|, nom. superfl.
2497253|2787088|replacement name|, nom. superfl.
3005445|2446584|replacement name|, not validly publ.
2497392|2813466|replacement name|
2497409|2827933|replacement name|
2602650|2497842|replacement name|
2499315|2642663|replacement name|, nom. superfl.
2642714|2499315|replacement name|, nom. superfl.
2930008|2499315|replacement name|
3280464|2499315|replacement name|, nom. superfl.
2498017|2499460|replacement name|
2498027|2499578|replacement name|
2498015|2642502|replacement name|, nom. superfl.
2642502|2642475|replacement name|, nom. superfl.
2498075|2870303|replacement name|, nom. superfl.
2731682|2831824|replacement name|
2497801|2870303|replacement name|, nom. superfl.
2633428|2497801|replacement name|, nom. superfl.
2633424|2497812|replacement name|
3007763|3007762|replacement name|, nom. superfl.
2335300|2582420|replacement name|, nom. superfl.
2396360|2582420|replacement name|, nom. superfl.
2527635|2498264|replacement name|, nom. superfl.
2854035|2582236|replacement name|
2582343|2382591|replacement name|
2643370|2582346|replacement name|
3011227|2582029|replacement name|, nom. superfl.
2795542|2582281|replacement name|
2498691|3239212|replacement name|
2582111|2498694|replacement name|, nom. superfl.
2862031|2679448|replacement name|
2511422|2498793|replacement name|, not validly publ.
2550620|2498879|replacement name|, nom. illeg.
2930229|2498885|replacement name|, not validly publ.
2498895|2642705|replacement name|
2697751|2831836|replacement name|, nom. superfl.
2862016|2697751|replacement name|, nom. superfl.
2331920|2499019|replacement name|, nom. superfl.
2500439|2499052|replacement name|, not validly publ.
2496414|2681151|replacement name|
2579372|2579352|replacement name|
2500419|2499135|replacement name|, not validly publ.
2507333|2499194|replacement name|
2499356|2930034|replacement name|
2499431|2499823|replacement name|
2642610|2606214|replacement name|
2897956|2497908|replacement name|
2897953|2499419|replacement name|
2499647|2642951|replacement name|
2500124|2500117|replacement name|, nom. superfl.
2500202|2496565|replacement name|, not validly publ.
2677127|2926906|replacement name|, nom. superfl.
2732224|2500594|replacement name|
2500578|2835309|replacement name|, nom. superf.
2552482|2500594|replacement name|, nom. superfl.
2500639|2501201|replacement name|
2500775|2500739|replacement name|, nom. superfl.
2816176|2500739|replacement name|
2719240|2501932|replacement name|, not validly publ.
2547513|2397812|replacement name|
2397800|2501266|replacement name|, nom. superfl.
2501390|2933736|replacement name|
2933736|2933737|replacement name|, nom. superfl.
2511106|2501612|replacement name|, not validly publ.
2501855|2552451|replacement name|, nom. superfl.
2512190|2501855|replacement name|
2857552|2501733|replacement name|, nom. superfl.
2501705|2834904|replacement name|
2501733|2834904|replacement name|, nom. superfl.
2384524|2502156|replacement name|, nom. superfl.
2511569|2502156|replacement name|, not validly publ.
2384552|2502156|replacement name|, nom. superfl.
2397623|2628727|replacement name|
2331484|2502216|replacement name|, nom. superfl.
3229786|2705749|replacement name|
3229826|2502239|replacement name|
2561338|2502246|replacement name|
2505357|2636757|replacement name|
2511126|2502447|replacement name|, not validly publ.
2451666|2502469|replacement name|, nom. superfl.
2502469|2502496|replacement name|, nom. superfl.
2888027|2502515|replacement name|, not validly publ.
2888023|2502569|replacement name|, not validly publ.
2933469|2502572|replacement name|, not validly publ.
2933472|2561494|replacement name|, nom. superfl.
2933473|2561494|replacement name|, not validly publ.
3270977|2502956|replacement name|
2502756|2418313|replacement name|
2502757|2887075|replacement name|
2502965|2887039|replacement name|
2502924|2667822|replacement name|
2502888|2667830|replacement name|, nom. superfl.
2418306|3011943|replacement name|
2418096|2503091|replacement name|
2503065|2503091|replacement name|
2503131|2425146|replacement name|, nom. illeg.
2503094|2603171|replacement name|
2887080|2503329|replacement name|
2503114|2418111|replacement name|
2503163|2418283|replacement name|
2418113|2503107|replacement name|
2424937|2887076|replacement name|
2502789|2664837|replacement name|, nom. superfl.
2503194|2603310|replacement name|, nom. superfl.
2503325|2424980|replacement name|
2887108|2503328|replacement name|, not validly publ.
2425086|3011942|replacement name|
2424943|2503348|replacement name|, nom. illeg.
2424942|2887077|replacement name|
2503349|2603176|replacement name|, nom. illeg.
2928600|2503504|replacement name|
2503949|2494406|replacement name|
2503526|2494406|replacement name|, nom. superfl.
2641517|2494406|replacement name|, nom. superfl.
2641518|2494378|replacement name|, nom. superfl.
2503694|2494405|replacement name|, nom. superfl.
2503438|2494405|replacement name|, nom. superfl.
2504577|2503628|replacement name|, nom. superfl.
2503752|2494334|replacement name|, nom. superfl.
2503678|2494360|replacement name|
2886134|2504103|replacement name|
2607802|2504103|replacement name|, nom. superfl.
2503757|2504103|replacement name|
2510973|2504091|replacement name|, not validly publ.
2503618|2503617|replacement name|
2503808|2504052|replacement name|, nom. superfl.
2511006|2510940|replacement name|, not validly publ.
2504052|2510940|replacement name|, nom. superfl.
2503648|2504100|replacement name|
2505923|2850159|replacement name|, nom. superfl.
2503923|2850159|replacement name|
2617214|2505923|replacement name|, nom. superfl.
2504035|2494154|replacement name|
2601198|2494198|replacement name|, nom. superfl.
3228479|2607698|replacement name|
2494175|2494198|replacement name|, nom. superfl.
2922187|2504124|replacement name|
2504188|2885734|replacement name|
2504191|2511156|replacement name|
2511112|2504178|replacement name|
2504199|2511173|replacement name|
2504220|2504158|replacement name|
2504308|2836450|replacement name|, nom. superfl.
2511121|2504370|replacement name|, not validly publ.
2504374|2686033|replacement name|
2511153|2504204|replacement name|
2511456|2511374|replacement name|, nom. superfl.
2504405|2504431|replacement name|, nom. superfl.
2511159|2504431|replacement name|, not validly publ.
2450434|2504515|replacement name|
2511046|2595628|replacement name|, not validly publ.
2511064|2504492|replacement name|, not validly publ.
2505820|2503929|replacement name|
2510917|2503440|replacement name|, not validly publ.
2510896|2503906|replacement name|, not validly publ.
2915584|2851807|replacement name|, nom. superfl.
2511462|2851842|replacement name|, not validly publ.
2511360|2851724|replacement name|, not validly publ.
2511486|2851891|replacement name|, not validly publ.
2504921|2504991|replacement name|
2504969|2582348|replacement name|, nom. superfl.
2510432|2582348|replacement name|
2505029|2504984|replacement name|
2667354|2505106|replacement name|, nom. superfl.
2667358|2505106|replacement name|
2886628|2505106|replacement name|, not validly publ.
3240840|2505106|replacement name|, nom. superfl.
2504956|2515323|replacement name|
2511939|2511943|replacement name|, not validly publ.
2511942|2505423|replacement name|, not validly publ.
2505428|2504946|replacement name|
2505017|2505450|replacement name|
2505708|2503724|replacement name|, nom. superfl.
2610428|2505741|replacement name|, nom. illeg.
2511019|2505934|replacement name|
2503467|2503470|replacement name|
2505874|2503470|replacement name|, nom. superfl.
2505750|2503470|replacement name|, nom. superfl.
2505711|2503470|replacement name|, nom. superfl.
2904195|2505974|replacement name|
2506714|2506380|replacement name|, nom. superfl.
2826632|2908253|replacement name|
2932361|2506560|replacement name|
2665933|2665969|replacement name|, nom. superfl.
2665966|2665969|replacement name|, nom. superfl.
2665969|2506563|replacement name|, nom. superfl.
2506543|2665969|replacement name|, nom. superfl.
3226128|2506773|replacement name|
2642842|2642521|replacement name|
2892374|2585335|replacement name|, not validly publ.
2584204|2585335|replacement name|, not validly publ.
2892341|2583154|replacement name|
2583548|2583154|replacement name|
2583264|2583261|replacement name|
2584260|2583082|replacement name|, not validly publ.
2583146|2871886|replacement name|
2584409|2584478|replacement name|, not validly publ.
2584314|2583003|replacement name|, not validly publ.
2584131|2583243|replacement name|, not validly publ.
2584252|2585079|replacement name|, not validly publ.
2583268|2585258|replacement name|
2506979|2585258|replacement name|
2584308|2584849|replacement name|, not validly publ.
2584497|2583544|replacement name|, not validly publ.
2507015|2584129|replacement name|
2584513|2871828|replacement name|, not validly publ.
2584517|2583746|replacement name|, not validly publ.
2511927|2795384|replacement name|, not validly publ.
2507291|2507261|replacement name|
2507308|2507223|replacement name|, nom. superfl.
3269389|2507260|replacement name|
3011807|2507137|replacement name|
2511292|2507288|replacement name|, not validly publ.
2527217|2450025|replacement name|, nom. illeg.
2507295|2450025|replacement name|
2454540|2507303|replacement name|, nom. superfl.
2847093|2454540|replacement name|, nom. superfl.
2633436|2831800|replacement name|, nom. superfl.
2507447|2893077|replacement name|
2507454|2454625|replacement name|
2594657|2507521|replacement name|, nom. superfl.
2507542|2833348|replacement name|
2678213|2448536|replacement name|
2507594|2507588|replacement name|
2833230|2865914|replacement name|
2507658|2833172|replacement name|
2832935|2833172|replacement name|
2594656|2507697|replacement name|, nom. illeg.
2833219|2507728|replacement name|, nom. illeg.
2833299|2507750|replacement name|
2507803|2719034|replacement name|
2507804|2469787|replacement name|
2507893|2507906|replacement name|, nom. superfl.
2857110|2857115|replacement name|, nom. superfl.
2893269|2508202|replacement name|, not validly publ.
2510763|2508517|replacement name|, not validly publ.
2508525|2508618|replacement name|
2510766|2508567|replacement name|, not validly publ.
2510759|2508576|replacement name|, not validly publ.
2893310|2508647|replacement name|, not validly publ.
2527653|2462493|replacement name|, nom. superfl.
2462493|2508620|replacement name|, nom. superfl.
2510707|2508613|replacement name|, not validly publ.
2510704|2508657|replacement name|, not validly publ.
2510699|2508657|replacement name|, not validly publ.
2504605|2508657|replacement name|, not validly publ.
2504603|2508657|replacement name|, not validly publ.
2508586|2508526|replacement name|, nom. illeg.
2510718|2508669|replacement name|, not validly publ.
2512229|2508703|replacement name|, not validly publ.
2832809|2508802|replacement name|, not validly publ.
2450185|2729240|replacement name|, not validly publ.
2574495|2729161|replacement name|
2935725|2508965|replacement name|, nom. superfl.
2381375|2574323|replacement name|
2492843|2508975|replacement name|, nom. superfl.
2694983|2508975|replacement name|, nom. superfl.
2725055|2725054|replacement name|, nom. superfl.
2509005|2725036|replacement name|
2514588|2509052|replacement name|
2509123|2509144|replacement name|
2509264|2840601|replacement name|, nom. superfl.
2509219|2840601|replacement name|
2508372|2509280|replacement name|, not validly publ.
2565794|2825531|replacement name|
2494851|2509487|replacement name|, nom. superfl.
2509573|2509564|replacement name|
2842076|2570381|replacement name|
2509616|2572064|replacement name|
2509842|2572064|replacement name|, nom. superfl.
2509670|2566387|replacement name|
2511985|2509687|replacement name|, not validly publ.
2509768|2509232|replacement name|
2509779|2509554|replacement name|
2509712|2381477|replacement name|, nom. superfl.
2509863|2842008|replacement name|, nom. cons.
2805829|2509869|replacement name|
2510210|2541636|replacement name|
2509887|2510046|replacement name|
2805866|2805701|replacement name|
2805792|2860963|replacement name|
2510253|2509977|replacement name|, nom. superfl.
2582219|2510253|replacement name|, nom. superfl.
2702473|2509980|replacement name|, nom. superfl.
2510269|2509980|replacement name|, nom. superfl.
2510052|2805965|replacement name|
2510065|2805884|replacement name|
2510072|2805642|replacement name|
2541861|2541851|replacement name|, nom. superfl.
2510091|2805910|replacement name|
2805828|2805726|replacement name|, nom. illeg.
2805962|2805828|replacement name|, nom. superfl.
2805963|2805961|replacement name|
2805771|2805936|replacement name|
2541662|2541852|replacement name|, nom. superfl.
2510153|2805700|replacement name|
2510167|2805911|replacement name|
2510179|2891642|replacement name|
2510204|2805826|replacement name|
2634242|2805654|replacement name|
2805810|2468991|replacement name|, nom. illeg.
2805798|2469394|replacement name|
2470793|2805654|replacement name|, nom. illeg.
2510232|2747672|replacement name|
2510295|2747581|replacement name|
2527598|2747481|replacement name|
2511474|2527598|replacement name|, not validly publ.
2520492|2818723|replacement name|, nom. superfl.
2789886|2510422|replacement name|, nom. superfl.
2510457|2510460|replacement name|
3000218|2493377|replacement name|, nom. superfl.
2815737|2581920|replacement name|, nom. superfl.
2581920|2510552|replacement name|, nom. superfl.
2581940|2510552|replacement name|, nom. superfl.
2510581|2805717|replacement name|
2510583|2396327|replacement name|
2509905|2805923|replacement name|
2805791|2805677|replacement name|
2470803|2666101|replacement name|, nom. superfl.
2805656|2470803|replacement name|, nom. illeg.
2510654|2510650|replacement name|, not validly publ.
2882078|2510669|replacement name|, not validly publ.
2510680|2375006|replacement name|, nom. superfl.
2374245|2375006|replacement name|
2373478|2374229|replacement name|
2503747|2611447|replacement name|, not validly publ.
2571136|2602508|replacement name|
2504754|2504238|replacement name|
2511282|2511254|replacement name|
2914383|2511254|replacement name|, nom. superfl.
2511511|2628797|replacement name|, not validly publ.
2502303|2502167|replacement name|
2847865|2502167|replacement name|
2511928|2505415|replacement name|, not validly publ.
2512745|2512320|replacement name|
2935025|2512447|replacement name|
3012484|2928018|replacement name|, not validly publ.
2934995|2512463|replacement name|, not validly publ.
2512402|2512463|replacement name|, nom. superfl.
3232426|2512402|replacement name|, nom. superfl.
2928018|2512463|replacement name|, nom. superfl.
2926407|2512463|replacement name|, not validly publ.
2521535|2512366|replacement name|
2891328|2512516|replacement name|, not validly publ.
2516238|2512894|replacement name|
2521546|2512575|replacement name|, not validly publ.
2891349|2512445|replacement name|
2512445|2512935|replacement name|, nom. superfl.
2512371|2512664|replacement name|, nom. superfl.
2513409|2512664|replacement name|, nom. superfl.
2512783|3005937|replacement name|
2934928|2512381|replacement name|
2512381|2512720|replacement name|
2512912|2513339|replacement name|
2512950|2516455|replacement name|
2513003|2677636|replacement name|, nom. superfl.
2498250|2513847|replacement name|, nom. superfl.
2843114|2843111|replacement name|, not validly publ.
2725025|2513489|replacement name|
2690653|2513489|replacement name|
2565922|2397241|replacement name|, nom. superfl.
2725073|2565922|replacement name|, nom. superfl.
2513517|2565922|replacement name|, nom. superfl.
2566677|2566668|replacement name|, nom. superfl.
2725204|2566677|replacement name|
2842214|2566677|replacement name|, nom. superfl.
2513512|2566677|replacement name|, nom. superfl.
2513543|2566668|replacement name|, nom. superfl.
