taxonid|relatednameusageid|relationtype|remarks
70878|30497|replacement name|
163913|118012|replacement name|
70068|9919|replacement name|
9917|134676|replacement name|, nom. superfl.
329785|9910|replacement name|
134867|134773|replacement name|, nom. superfl.
5263|134773|replacement name|, nom. superfl.
329791|9918|replacement name|, not validly publ.
10421|10429|replacement name|, nom. illeg.
10467|10452|replacement name|, nom. superfl.
10521|193531|replacement name|, nom. superfl.
10597|163624|replacement name|
10622|11243|replacement name|
10881|10901|replacement name|
10842|11055|replacement name|
10856|163665|replacement name|
10857|11348|replacement name|
161862|163666|replacement name|, nom. illeg.
11363|11339|replacement name|
11637|163698|replacement name|, nom. illeg.
11702|163833|replacement name|
11088|163704|replacement name|, not validly publ.
11113|163622|replacement name|
163741|163740|replacement name|, nom. illeg.
163751|63972|replacement name|
11675|11824|replacement name|
10606|11566|replacement name|
11466|11462|replacement name|
11424|11421|replacement name|, not validly publ.
11865|163783|replacement name|, nom. superfl.
10729|11139|replacement name|
11002|10950|replacement name|
11849|460514|replacement name|
10959|11031|replacement name|
12014|197794|replacement name|, not validly publ.
524733|197793|replacement name|, nom. superfl.
11968|197793|replacement name|, not validly publ.
12053|12052|replacement name|, not validly publ.
12104|12103|replacement name|, not validly publ.
12355|11978|replacement name|
12292|12290|replacement name|, not validly publ.
12224|12071|replacement name|
12119|12118|replacement name|, not validly publ.
12022|11954|replacement name|
12245|12240|replacement name|
12250|12249|replacement name|, not validly publ.
12277|12171|replacement name|
11963|12171|replacement name|, nom. superfl.
12297|197796|replacement name|
12331|12330|replacement name|, not validly publ.
12347|12344|replacement name|, not validly publ.
93114|118076|replacement name|
102367|12798|replacement name|, nom. superfl.
329862|12802|replacement name|, not validly publ.
329870|12917|replacement name|, not validly publ.
329930|12809|replacement name|, not validly publ.
12829|12814|replacement name|
451935|12965|replacement name|, not validly publ.
329890|12828|replacement name|, not validly publ.
329895|12814|replacement name|
329904|12964|replacement name|, not validly publ.
329910|12893|replacement name|, not validly publ.
13283|13191|replacement name|
13263|4976|replacement name|
13343|186886|replacement name|, nom. illeg.
13303|186883|replacement name|
13349|13347|replacement name|, not validly publ.
220647|38995|replacement name|, nom. illeg.
13463|13416|replacement name|
13454|115000|replacement name|
13481|68589|replacement name|, nom. illeg.
179446|144714|replacement name|
179517|39544|replacement name|
52519|1613|replacement name|, nom. illeg.
133588|1613|replacement name|
48369|45376|replacement name|
13976|14087|replacement name|
519582|14175|replacement name|
14040|14013|replacement name|
14026|14053|replacement name|
14029|149922|replacement name|
14050|13986|replacement name|, nom. superfl.
14080|149908|replacement name|
14120|88022|replacement name|
14154|1614|replacement name|
477033|14330|replacement name|, nom. superfl.
545616|14336|replacement name|
376410|376409|replacement name|, nom. superfl.
46361|156593|replacement name|, nom. illeg.
63606|156593|replacement name|, nom. illeg.
14356|63606|replacement name|, nom. superfl.
14347|63606|replacement name|, nom. illeg.
83013|14350|replacement name|, nom. superfl.
14350|52395|replacement name|, nom. superfl.
97301|177655|replacement name|
70623|97325|replacement name|, nom. superfl.
10319|97325|replacement name|, nom. superfl.
97325|100324|replacement name|, nom. superfl.
97321|97506|replacement name|
156011|89784|replacement name|
14540|14517|replacement name|, nom. superfl.
14559|14517|replacement name|, nom. superfl.
14564|14590|replacement name|
469090|14585|replacement name|, not validly publ.
14561|14612|replacement name|
14646|170891|replacement name|
91506|181744|replacement name|
14667|181741|replacement name|
196973|14690|replacement name|, nom. superfl.
166990|45572|replacement name|
14812|14838|replacement name|
14881|15012|replacement name|
14887|14889|replacement name|
376342|14930|replacement name|
14984|14985|replacement name|
15164|15163|replacement name|, not validly publ.
132263|193961|replacement name|
193965|193962|replacement name|, nom. illeg.
15216|15215|replacement name|, not validly publ.
273748|15252|replacement name|
15367|16144|replacement name|, not validly publ.
452201|15407|replacement name|, not validly publ.
15644|15437|replacement name|
15487|15623|replacement name|
15541|15276|replacement name|
15332|16093|replacement name|, nom. superfl.
15624|16093|replacement name|
15655|16383|replacement name|, not validly publ.
330002|16407|replacement name|
15747|15322|replacement name|
15286|15275|replacement name|
15826|16043|replacement name|, nom. superfl.
15835|16043|replacement name|
15814|16181|replacement name|, nom. illeg.
16062|16043|replacement name|, nom. superfl.
16181|16043|replacement name|, nom. illeg.
16115|16104|replacement name|, not validly publ.
16117|16398|replacement name|
16250|16249|replacement name|
16416|16240|replacement name|, nom. superfl.
16291|16288|replacement name|, not validly publ.
16326|16130|replacement name|, not validly publ.
16078|16075|replacement name|, not validly publ.
53099|16428|replacement name|
16428|22522|replacement name|, nom. illeg.
16645|66009|replacement name|, nom. illeg.
16646|66009|replacement name|
137563|16654|replacement name|
349377|476223|replacement name|, nom. superfl.
87507|16706|replacement name|
330029|330020|replacement name|, nom. superfl.
499631|477443|replacement name|
477443|16848|replacement name|, not validly publ.
17038|17011|replacement name|
16990|17145|replacement name|, nom. superfl.
87728|17159|replacement name|
86032|16768|replacement name|, nom. illeg.
17238|88951|replacement name|
330040|17250|replacement name|, not validly publ.
451951|17301|replacement name|, not validly publ.
330065|17365|replacement name|, not validly publ.
330048|17339|replacement name|, not validly publ.
330062|17355|replacement name|, not validly publ.
17436|123484|replacement name|, nom. illeg.
18390|123484|replacement name|, nom. illeg.
17470|151741|replacement name|, nom. superfl.
330075|17468|replacement name|, not validly publ.
17465|16124|replacement name|
17478|16124|replacement name|
17570|17496|replacement name|
153922|155061|replacement name|, nom. superfl.
187290|273834|replacement name|, nom. superfl.
187283|98436|replacement name|
17620|17629|replacement name|
330090|17624|replacement name|, nom. illeg.
133732|84818|replacement name|
178294|205921|replacement name|
176608|176610|replacement name|
186946|186923|replacement name|
186943|17790|replacement name|
186935|44663|replacement name|
221064|142007|replacement name|
330099|17841|replacement name|, not validly publ.
46455|46444|replacement name|
17859|67392|replacement name|
17888|17880|replacement name|, nom. illeg.
536980|209683|replacement name|
206924|209683|replacement name|
56896|88032|replacement name|, nom. illeg.
18313|88032|replacement name|
18479|18485|replacement name|
18658|156058|replacement name|
18694|32777|replacement name|
18776|171283|replacement name|
18791|18803|replacement name|
18822|93413|replacement name|
18796|93412|replacement name|
18862|18767|replacement name|
18995|18767|replacement name|, nom. illeg.
19044|18976|replacement name|, nom. illeg.
19040|171277|replacement name|
19001|18943|replacement name|, nom. illeg.
18755|17953|replacement name|
19101|19098|replacement name|, not validly publ.
19117|18993|replacement name|, nom. superfl.
19108|19039|replacement name|
18895|8494|replacement name|
102522|105430|replacement name|, nom. illeg.
330241|105430|replacement name|, not validly publ.
19312|128547|replacement name|, nom. illeg.
128566|128547|replacement name|
19316|128547|replacement name|
184424|184379|replacement name|
51046|50873|replacement name|
19553|50873|replacement name|, nom. superfl.
19683|19633|replacement name|, nom. superfl.
194838|19633|replacement name|
19591|19633|replacement name|, nom. superfl.
19666|120928|replacement name|
19772|177400|replacement name|, not validly publ.
161018|177411|replacement name|
19782|177414|replacement name|, not validly publ.
159305|177415|replacement name|
19791|159957|replacement name|, not validly publ.
158303|158383|replacement name|
137006|137039|replacement name|, nom. superfl.
20090|150925|replacement name|
20251|65944|replacement name|
20264|20246|replacement name|
198453|176427|replacement name|, nom. illeg.
20262|20248|replacement name|
20461|62573|replacement name|
198443|176427|replacement name|, nom. superfl.
20481|176427|replacement name|, nom. superfl.
198431|88219|replacement name|, nom. superfl.
20510|20544|replacement name|
20543|186185|replacement name|, nom. superfl.
20535|20530|replacement name|, not validly publ.
20560|20554|replacement name|, not validly publ.
20571|157247|replacement name|
20658|22266|replacement name|, not validly publ.
20677|2940|replacement name|, not validly publ.
20686|20684|replacement name|, nom. illeg.
20693|49771|replacement name|, not validly publ.
20712|2949|replacement name|, not validly publ.
20739|98468|replacement name|, not validly publ.
20779|2977|replacement name|, not validly publ.
20780|2977|replacement name|, not validly publ.
20796|148095|replacement name|, nom. illeg.
20799|2993|replacement name|, not validly publ.
20844|168010|replacement name|
526538|20851|replacement name|, nom. superfl.
20873|214499|replacement name|, nom. illeg.
20887|163123|replacement name|
20924|20922|replacement name|, not validly publ.
20929|20928|replacement name|, not validly publ.
20933|178589|replacement name|, not validly publ.
20945|20939|replacement name|, nom. illeg.
20946|20945|replacement name|, not validly publ.
20954|51039|replacement name|
460192|20968|replacement name|, not validly publ.
550281|20968|replacement name|, not validly publ.
194850|21029|replacement name|, nom. superfl.
194836|21030|replacement name|
21466|21464|replacement name|, not validly publ.
21447|21464|replacement name|
21140|21842|replacement name|
21842|21068|replacement name|
330280|21197|replacement name|
452486|21245|replacement name|, not validly publ.
21261|21251|replacement name|, not validly publ.
21286|21280|replacement name|, not validly publ.
330289|21334|replacement name|, not validly publ.
21444|21209|replacement name|
21785|21780|replacement name|, not validly publ.
452493|21373|replacement name|, not validly publ.
21376|21373|replacement name|, not validly publ.
340839|21549|replacement name|
21445|21443|replacement name|, not validly publ.
